"mzXMLFile","seqNum","name","precursorMz","retentionTime","Freq","totPercentSumInt","IntStd_ppmDev","IntStd_medRtDev","plotFile"
"data42_21221_2.mzXML",5534,"data42_21221_2.mzXML.MS2spectra.5534",834.774963378906,27.9963333333333,11,69.5452910291581,0,0,"/Users/medjlha/Box Sync/Postdoc_UCB/packages/adductomicsR/inst/extdata/data42_21221_2.mzXML.MS2spectra.5534.png"
